name|speaker|orth|translation|start|end
CRaeoTu1flY--13|Signer01|when in reality he was an indian|when in reality he was an indian|-1|-1
1gALlCp2Ryo--5|Signer01|however deaf are not recognised this is why on 10th november 2021|however deaf are not recognised this is why on 10th november 2021|-1|-1
1gALlCp2Ryo--9|Signer01|singh said he would not leave till his demand was met|singh said he would not leave till his demand was met|-1|-1
1gALlCp2Ryo--12|Signer01|singh even shared a picture of himself sitting on the road which went viral|singh even shared a picture of himself sitting on the road which went viral|-1|-1
XtQWxAy37_s--7|Signer01|in january 2020 it was announced that he is a padma shri winner|in january 2020 it was announced that he is a padma shri winner|-1|-1
XtQWxAy37_s--8|Signer01|singh was extremely happy but due to the lockdown the award ceremony was postponed|singh was extremely happy but due to the lockdown the award ceremony was postponed|-1|-1
XtQWxAy37_s--14|Signer01|i will always work towards making india proud by winning various medals|i will always work towards making india proud by winning various medals|-1|-1
XtQWxAy37_s--16|Signer01|singh is the first from the deaf community to win a padma shri|singh is the first from the deaf community to win a padma shri|-1|-1
XtQWxAy37_s--23|Signer01|till now singh has recieved 4 awards from the government|till now singh has recieved 4 awards from the government|-1|-1
YPtR7Db9GIo--1|Signer01|i am sure you all have experienced this|i am sure you all have experienced this|-1|-1
YPtR7Db9GIo--5|Signer01|he gave each employee a car worth rs 4 lakh to 4 5 lakh|he gave each employee a car worth rs 4 lakh to 4 5 lakh|-1|-1
YPtR7Db9GIo--14|Signer01|he created insurance policies worth rs 50 lakh to rs 1 crore|he created insurance policies worth rs 50 lakh to rs 1 crore|-1|-1
YPtR7Db9GIo--20|Signer01|according to him the company grew thanks to his employees|according to him the company grew thanks to his employees|-1|-1
YPtR7Db9GIo--21|Signer01|this is why he wants to encourage his staff|this is why he wants to encourage his staff|-1|-1
IGRawi88rOY--0|Signer01|india had lost the t20 world cup match against pakistan|india had lost the t20 world cup match against pakistan|-1|-1
IGRawi88rOY--3|Signer01|captain virat kohli issued a furious statement saying|captain virat kohli issued a furious statement saying|-1|-1
IGRawi88rOY--6|Signer01|these attacks need to stop|these attacks need to stop|-1|-1
IGRawi88rOY--8|Signer01|do you know how people responded to this|do you know how people responded to this|-1|-1
IGRawi88rOY--9|Signer01|in response to this kohli received many hate comments on social media|in response to this kohli received many hate comments on social media|-1|-1
V2ZK4-qMGAw--3|Signer01|soon he even announced retirement from domestic cricket nobody knew what happened|soon he even announced retirement from domestic cricket nobody knew what happened|-1|-1
r7l8g09ZsL8--12|Signer01|after this incident the ministry of civil aviation introduced new rules for the aviation sector|after this incident the ministry of civil aviation introduced new rules for the aviation sector|-1|-1
r7l8g09ZsL8--24|Signer01|use service dogs to help them stay calm|use service dogs to help them stay calm|-1|-1
r7l8g09ZsL8--25|Signer01|these service dogs should be allowed on the flights|these service dogs should be allowed on the flights|-1|-1
r7l8g09ZsL8--32|Signer01|so they allow the service dog on the plane|so they allow the service dog on the plane|-1|-1
r7l8g09ZsL8--33|Signer01|please do remember these points|please do remember these points|-1|-1
uFJ5vsrm4L8--1|Signer01|let me tell you about an inspiring incident|let me tell you about an inspiring incident|-1|-1
uFJ5vsrm4L8--4|Signer01|however raw rice dal and vegetables were not available in the village|however raw rice dal and vegetables were not available in the village|-1|-1
uFJ5vsrm4L8--9|Signer01|one of the teachers told the media that|one of the teachers told the media that|-1|-1
uFJ5vsrm4L8--12|Signer01|and encourage them to keep coming to school|and encourage them to keep coming to school|-1|-1
uFJ5vsrm4L8--15|Signer01|the teachers have also requested the government to build a road to their village|the teachers have also requested the government to build a road to their village|-1|-1
IYHuOKIdvsU--20|Signer01|he said that he never converted to islam during his 1st marriage|he said that he never converted to islam during his 1st marriage|-1|-1
IYHuOKIdvsU--21|Signer01|he said my mother was a muslim and my father is a hindu|he said my mother was a muslim and my father is a hindu|-1|-1
IYHuOKIdvsU--29|Signer01|so please remember that|so please remember that|-1|-1
IYHuOKIdvsU--30|Signer01|he never converted to islam when he got married|he never converted to islam when he got married|-1|-1
P3RGwt4yrF8--1|Signer01|you must be aware about this shocking victory|you must be aware about this shocking victory|-1|-1
P3RGwt4yrF8--3|Signer01|social media and news channels were flooded with this news|social media and news channels were flooded with this news|-1|-1
P3RGwt4yrF8--4|Signer01|however some people in india celebrated pakistan victory|however some people in india celebrated pakistan victory|-1|-1
P3RGwt4yrF8--6|Signer01|union home minister amit shah visit to jammu & kashmir|union home minister amit shah visit to jammu & kashmir|-1|-1
P3RGwt4yrF8--20|Signer01|shared whatsapp messages in support of the pakistan team|shared whatsapp messages in support of the pakistan team|-1|-1
-FUpyFiAMwg--0|Signer01|the national film awards are presented by the government inorder to encourage|the national film awards are presented by the government inorder to encourage|-1|-1
-FUpyFiAMwg--6|Signer01|actors were presented with awards|actors were presented with awards|-1|-1
-FUpyFiAMwg--8|Signer01|i will now tell you about the awards presented|i will now tell you about the awards presented|-1|-1
-FUpyFiAMwg--18|Signer01|this is why both of them were given the award for best actor|this is why both of them were given the award for best actor|-1|-1
EJgiHR-0UdI--4|Signer01|whose bail has been continuously rejected by the court|whose bail has been continuously rejected by the court|-1|-1
EJgiHR-0UdI--6|Signer01|let me tell you the shocking details|let me tell you the shocking details|-1|-1
EJgiHR-0UdI--7|Signer01|a person spoke to times now news channel and said that shah rukh khan|a person spoke to times now news channel and said that shah rukh khan|-1|-1
EJgiHR-0UdI--30|Signer01|and the 10 crore would be shared between them|and the 10 crore would be shared between them|-1|-1
EJgiHR-0UdI--37|Signer01|he was stunned that she had come for the meeting|he was stunned that she had come for the meeting|-1|-1
yC85vI5Dsyw--4|Signer01|the boy informed them that she left him|the boy informed them that she left him|-1|-1
yC85vI5Dsyw--5|Signer01|her family however did not believe what he said|her family however did not believe what he said|-1|-1
yC85vI5Dsyw--7|Signer01|the family became suspicious and filed a complaint with the police|the family became suspicious and filed a complaint with the police|-1|-1
yC85vI5Dsyw--10|Signer01|he said that when he was working in rajasthan he sold his wife|he said that when he was working in rajasthan he sold his wife|-1|-1
yC85vI5Dsyw--17|Signer01|however with much difficulty the police managed to bring her back to odisha|however with much difficulty the police managed to bring her back to odisha|-1|-1
s8uIZZCBtko--7|Signer01|he also revealed that to become famous he also faced many difficulties|he also revealed that to become famous he also faced many difficulties|-1|-1
s8uIZZCBtko--19|Signer01|but he is not ready to do the same|but he is not ready to do the same|-1|-1
KxiPtd61oWo--0|Signer01|in maharashtra schools and colleges have been shut across the state since march 2020|in maharashtra schools and colleges have been shut across the state since march 2020|-1|-1
KxiPtd61oWo--1|Signer01|the students have been studying online|the students have been studying online|-1|-1
KxiPtd61oWo--5|Signer01|people who are not completely vaccinated will not be allowed|people who are not completely vaccinated will not be allowed|-1|-1
KxiPtd61oWo--6|Signer01|the same method was followed in kerala as well|the same method was followed in kerala as well|-1|-1
KxiPtd61oWo--10|Signer01|online classes will also continue for students who cannot attend physical classes|online classes will also continue for students who cannot attend physical classes|-1|-1
e4rWudmfrfY--0|Signer01|in afghanistan from 2000 to 2020|in afghanistan from 2000 to 2020|-1|-1
e4rWudmfrfY--3|Signer01|now afghanistan has been taken over by the taliban|now afghanistan has been taken over by the taliban|-1|-1
e4rWudmfrfY--11|Signer01|this is because he wants afghanistan to be the most developed country in the world|this is because he wants afghanistan to be the most developed country in the world|-1|-1
rhrEqLib494--3|Signer01|after a day work the woman was asleep in her room|after a day work the woman was asleep in her room|-1|-1
rhrEqLib494--8|Signer01|the woman then filed a complaint with the air force officials|the woman then filed a complaint with the air force officials|-1|-1
rhrEqLib494--15|Signer01|this test has been banned by the supreme court of india|this test has been banned by the supreme court of india|-1|-1
rhrEqLib494--18|Signer01|the woman filed a complaint with the police|the woman filed a complaint with the police|-1|-1
rhrEqLib494--22|Signer01|the officer was then arrested and sent to jail|the officer was then arrested and sent to jail|-1|-1
G7Gxs8h5NLo--6|Signer01|he then informed forest officials|he then informed forest officials|-1|-1
G7Gxs8h5NLo--10|Signer01|this was going on for the last 2 years finally on 9 october|this was going on for the last 2 years finally on 9 october|-1|-1
G7Gxs8h5NLo--14|Signer01|the officers had no idea how to remove it|the officers had no idea how to remove it|-1|-1
G7Gxs8h5NLo--23|Signer01|according to the officials there have been many such incidents|according to the officials there have been many such incidents|-1|-1
e54bTgz-Lb8--1|Signer01|the court & the ncb has denied his bail 3 times|the court & the ncb has denied his bail 3 times|-1|-1
e54bTgz-Lb8--9|Signer01|is now sleeping on a metal bed with low quality food|is now sleeping on a metal bed with low quality food|-1|-1
e54bTgz-Lb8--13|Signer01|they have again filed for bail and the decision would be announced today|they have again filed for bail and the decision would be announced today|-1|-1
e54bTgz-Lb8--15|Signer01|but the ncb and the court refused to give permission|but the ncb and the court refused to give permission|-1|-1
e54bTgz-Lb8--17|Signer01|and they have to eat jail food|and they have to eat jail food|-1|-1
